,height,weight,bone_density
0,172.27415062038824,86.97034919681435,1.0180982523703253
1,198.97747923087556,104.85555332290112,0.6974143350842494
2,207.11968071892977,87.40104688830093,0.7233613813886408
3,184.64272104623697,63.142295184724034,0.5477387058600002
4,179.38481426024376,67.52325676297193,1.0760223737947392
5,201.67421668806716,84.55237278642963,0.8687335396813632
6,172.47154362524978,85.11106318664459,0.7856501698632344
7,188.97654259355124,62.204422347740845,1.0286702082089587
8,181.45156018348482,88.18505434893899,0.9605785536049263
9,191.86364883955704,94.50057924390845,0.7353395189826079
10,190.94627687289778,87.95977702894372,0.8699854296759421
